M DIAS BRANCO S.A. INDUSTRIA E COMERCIO DE ALIMENTOS - 07206816000115
ROD. BR-116, S/N KM 18 - JABUTI     
61766-650 CE EUSEBIO
N° Cliente: 105330716

Período de Referência: 23/04/2023 a 22/05/2023
Data de Vencimento: 15/07/2023 - Filtro:   - (Todos)
Valor: R$ 442,75
Nota Fiscal Claro:156588532/052023:B64 PIS: Aliquota: 0,65 Base de Calculo: 265,90 Valor Imposto: 1,73
Nota Fiscal Claro:156588532/052023:B64 PIS: Aliquota: 3,00 Base de Calculo: 265,90 Valor Imposto: 7,98
Nota Fiscal Claro:156588532/052023:B64 PIS: Aliquota: 7,60 Base de Calculo: 118,59 Valor Imposto: 9,06
Nota Fiscal Claro:156588532/052023:B64 PIS: Aliquota: 1,65 Base de Calculo: 118,59 Valor Imposto: 1,99
Nota Fiscal Claro:156588532/052023:B64 ICMS: Aliquota: 18,00 Base de Calculo: 324,16 Valor Imposto: 58,35
Nota Fiscal Claro:162812005/052023 Documento Financeiro: Aliquota: 0,00 Base de Calculo: 0,00 Valor Imposto: 118,59

Identificação para débito automático: 127119643

Tel;Seção;Data;Hora;Origem(UF)-Destino;Número;Duração/Quantidade;Tarifa;Valor;Valor Cobrado;Nome;CC;Matrícula;Sub-Seção;Tipo Imposto;Descrição;Cargo;Nome Local Origem;Nome Local Destino;Código Local Origem;Código Local Destino
12 99240-5137;Claro-Outras Op.;16/05/2023;15:00:15;São Paulo - São Paulo (12);12992378863;00:04:24;0,00;0;0;;;;Ligações Locais;;;;São Paulo;São Paulo (12);00012;01000
12 99240-5137;Claro-Fixo;16/05/2023;15:26:51;São Paulo - Taubate;1236348794;00:00:36;0,00;0;0;;;;Ligações Locais;;;;São Paulo;Taubate;00012;00143
12 99240-5137;Internet (MB);17/05/2023;00:20:22;;;84,287109;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00012;0
12 99240-5137;Internet (MB);17/05/2023;00:45:59;;;,034179;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00012;0
12 99240-5137;Internet (MB);17/05/2023;01:42:12;;;,011718;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00012;0
12 99240-5137;Claro-Outras Op.;17/05/2023;08:13:51;São Paulo - São Paulo (12);12992378863;00:01:30;0,00;0;0;;;;Ligações Locais;;;;São Paulo;São Paulo (12);00012;01000
12 99240-5137;Claro-Fixo;17/05/2023;10:35:02;São Paulo - Taubate;1236348794;00:01:42;0,00;0;0;;;;Ligações Locais;;;;São Paulo;Taubate;00012;00143
12 99240-5137;Claro-Outras Op.;17/05/2023;10:48:23;São Paulo - São Paulo (12);12982259519;00:03:18;0,00;0;0;;;;Ligações Locais;;;;São Paulo;São Paulo (12);00012;41100
12 99240-5137;Claro-Fixo;17/05/2023;11:29:30;São Paulo - Taubate;1236348700;00:00:54;0,00;0;0;;;;Ligações Locais;;;;São Paulo;Taubate;00012;00143
12 99240-5137;Claro-Fixo;17/05/2023;14:07:45;São Paulo - Taubate;1236348794;00:02:42;0,00;0;0;;;;Ligações Locais;;;;São Paulo;Taubate;00012;00143
12 99240-5137;Claro-Fixo;17/05/2023;14:58:43;São Paulo - Taubate;1236348700;00:04:06;0,00;0;0;;;;Ligações Locais;;;;São Paulo;Taubate;00012;00143
12 99240-5137;Int. Regional;17/05/2023;17:02:52;São Paulo - São Paulo (11);11992630052;00:02:24;0,00;0;0;;;;Interurbanas e Rec. em viagem 21 - Embratel;;;;São Paulo;São Paulo (11);00012;00011
12 99240-5137;Internet (MB);18/05/2023;08:13:46;;;29,981445;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00012;0
12 99240-5137;Int. Regional;18/05/2023;10:13:52;São Paulo - Taubate;1236348700;00:01:54;0,00;0;0;;;;Interurbanas e Rec. em viagem 21 - Embratel;;;;São Paulo;Taubate;00011;00143
12 99240-5137;Claro-Claro;18/05/2023;11:52:43;São Paulo - São Paulo (11);11989141787;00:17:00;0,00;0;0;;;;Ligações Locais;;;;São Paulo;São Paulo (11);00011;00011
12 99240-5137;Claro-Fixo;18/05/2023;14:17:52;São Paulo - Taubate;1236348700;00:02:42;0,00;0;0;;;;Ligações Locais;;;;São Paulo;Taubate;00012;00143
12 99240-5137;Claro-Fixo;18/05/2023;15:29:09;São Paulo - Taubate;1236348700;00:01:06;0,00;0;0;;;;Ligações Locais;;;;São Paulo;Taubate;00012;00143
12 99240-5137;Claro-Fixo;18/05/2023;15:30:52;São Paulo - Taubate;1236348794;00:01:18;0,00;0;0;;;;Ligações Locais;;;;São Paulo;Taubate;00012;00143
12 99240-5137;Internet (MB);19/05/2023;08:34:37;;;1062,589843;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00012;0
12 99240-5137;Int. Regional;19/05/2023;10:22:56;São Paulo - São Paulo (11);11989141787;00:02:06;0,00;0;0;;;;Interurbanas e Rec. em viagem 21 - Embratel;;;;São Paulo;São Paulo (11);00012;00011
12 99240-5137;Int. Regional;19/05/2023;11:21:00;São Paulo - São Paulo (11);11989141787;00:09:00;0,00;0;0;;;;Interurbanas e Rec. em viagem 21 - Embratel;;;;São Paulo;São Paulo (11);00012;00011
12 99240-5137;Claro-Fixo;19/05/2023;11:58:05;São Paulo - Taubate;1236348745;00:03:54;0,00;0;0;;;;Ligações Locais;;;;São Paulo;Taubate;00012;00143
12 99240-5137;Int. Regional;19/05/2023;13:28:25;São Paulo - São Paulo (11);11989141787;00:05:54;0,00;0;0;;;;Interurbanas e Rec. em viagem 21 - Embratel;;;;São Paulo;São Paulo (11);00012;00011
12 99240-5137;Internet (MB);19/05/2023;14:46:13;;;,009765;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Download;;;;00012;0
12 99240-5137;Claro-Fixo;19/05/2023;15:19:47;São Paulo - Taubate;1236348700;00:01:06;0,00;0;0;;;;Ligações Locais;;;;São Paulo;Taubate;00012;00143
12 99240-5137;Int. Regional;19/05/2023;16:05:43;São Paulo - São Paulo (11);11971810474;00:02:42;0,00;0;0;;;;Interurbanas e Rec. em viagem 21 - Embratel;;;;São Paulo;São Paulo (11);00012;10000
12 99240-5137;Int. Regional;19/05/2023;16:08:52;São Paulo - São Paulo (11);11989141787;00:01:30;0,00;0;0;;;;Interurbanas e Rec. em viagem 21 - Embratel;;;;São Paulo;São Paulo (11);00012;00011
12 99240-5137;Int. Regional;19/05/2023;16:38:25;São Paulo - São Paulo (11);11971810474;00:02:30;0,00;0;0;;;;Interurbanas e Rec. em viagem 21 - Embratel;;;;São Paulo;São Paulo (11);00012;10000
12 99240-5137;Internet (MB);20/05/2023;09:31:06;;;1,731445;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00012;0
